Name,Email,Financial Status,Created at,Currency,Subtotal,Discount Amount,Shipping,Taxes,Total,Refunded Amount,Lineitem quantity,Lineitem name,Lineitem price,Lineitem sku
#1227,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#1228,louis.simon65@example.com,paid,2026-06-28 09:41:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1229,louis.garcia60673@example.com,paid,2026-06-28 17:05:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1230,hugo.bernard63@example.com,paid,2026-06-28 19:35:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#1231,ines.michel5189@example.com,paid,2026-06-28 10:52:00 +0200,EUR,35.10,3.90,5.90,7.02,48.02,,1,Porte-cartes,39.00,ACC-201
#1232,nathan.petit29@example.com,paid,2026-06-28 21:25:00 +0200,EUR,338.00,0.00,0.00,67.60,405.60,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1232,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#1233,camille.moreau97@example.com,paid,2026-06-28 11:47:00 +0200,EUR,108.00,0.00,0.00,21.60,129.60,,1,Bracelet Acier Noir,49.00,BRW-001
#1233,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#1234,nathan.thomas50@example.com,paid,2026-06-28 11:48:00 +0200,EUR,394.20,43.80,0.00,78.84,473.04,,1,Montre Quartz 34mm,149.00,WTC-011
#1234,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#1235,theo.thomas47066@example.com,paid,2026-06-28 19:25:00 +0200,EUR,138.00,0.00,0.00,27.60,165.60,,2,Pochette Zippee,69.00,BAG-101
#1236,lea.durand34863@example.com,paid,2026-06-28 12:29:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#1237,louis.moreau15817@example.com,paid,2026-06-28 10:15:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1238,ines.laurent56201@example.com,paid,2026-06-28 20:59:00 +0200,EUR,134.10,14.90,0.00,26.82,160.92,,1,Montre Quartz 34mm,149.00,WTC-011
#1239,sarah.martin99775@example.com,paid,2026-06-28 09:37:00 +0200,EUR,348.00,0.00,0.00,69.60,417.60,,1,Bracelet Cuir Camel,59.00,BRW-002
#1239,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#1240,hugo.durand53756@example.com,paid,2026-06-28 18:51:00 +0200,EUR,260.10,28.90,0.00,52.02,312.12,,1,Montre Automatique 38mm,289.00,WTC-010
#1241,jade.michel62314@example.com,paid,2026-06-28 21:43:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1242,hugo.garcia9112@example.com,paid,2026-06-28 17:01:00 +0200,EUR,35.10,3.90,5.90,7.02,48.02,,1,Porte-cartes,39.00,ACC-201
#1243,arthur.petit13782@example.com,paid,2026-06-28 17:21:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1244,sarah.thomas14897@example.com,paid,2026-06-29 19:59:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#1245,lea.robert8@example.com,paid,2026-06-29 18:39:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#1246,lucas.leroy2672@example.com,paid,2026-06-29 22:02:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1247,paul.michel8@example.com,paid,2026-06-29 17:17:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#1248,hugo.simon82@example.com,paid,2026-06-29 17:20:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#1249,sarah.martin99716@example.com,paid,2026-06-29 22:37:00 +0200,EUR,108.00,0.00,0.00,21.60,129.60,,1,Porte-cartes,39.00,ACC-201
#1249,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#1250,chloe.garcia24@example.com,paid,2026-06-29 20:43:00 +0200,EUR,348.00,0.00,0.00,69.60,417.60,,1,Montre Automatique 38mm,289.00,WTC-010
#1250,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#1251,emma.simon47254@example.com,paid,2026-06-29 22:36:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#1252,arthur.thomas24@example.com,paid,2026-06-29 10:24:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1253,arthur.michel32@example.com,paid,2026-06-29 22:07:00 +0200,EUR,208.00,0.00,0.00,41.60,249.60,,1,Montre Quartz 34mm,149.00,WTC-011
#1253,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#1254,louis.leroy27030@example.com,paid,2026-06-29 19:52:00 +0200,EUR,268.20,29.80,0.00,53.64,321.84,,2,Montre Quartz 34mm,149.00,WTC-011
#1255,lea.petit50@example.com,paid,2026-06-29 19:46:00 +0200,EUR,106.20,11.80,0.00,21.24,127.44,,1,Ceinture Reversible,79.00,ACC-200
#1255,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#1256,manon.michel82800@example.com,paid,2026-06-29 08:18:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1257,emma.bernard69809@example.com,paid,2026-06-29 18:03:00 +0200,EUR,71.10,7.90,5.90,14.22,91.22,,1,Ceinture Reversible,79.00,ACC-200
#1258,paul.durand31@example.com,paid,2026-06-29 15:47:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1259,manon.martin91@example.com,paid,2026-06-29 11:48:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#1260,sarah.durand99@example.com,paid,2026-06-29 08:35:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#1261,lea.michel85779@example.com,paid,2026-06-29 12:36:00 +0200,EUR,78.00,0.00,5.90,15.60,99.50,,2,Porte-cartes,39.00,ACC-201
#1262,hugo.martin28@example.com,paid,2026-06-29 08:56:00 +0200,EUR,170.10,18.90,0.00,34.02,204.12,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1263,jade.petit27@example.com,paid,2026-06-29 22:27:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1264,louis.simon11@example.com,paid,2026-06-29 14:21:00 +0200,EUR,62.10,6.90,5.90,12.42,80.42,,1,Pochette Zippee,69.00,BAG-101
#1265,emma.martin32@example.com,paid,2026-06-29 22:48:00 +0200,EUR,267.00,0.00,0.00,53.40,320.40,,2,Bracelet Cuir Camel,59.00,BRW-002
#1265,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#1266,emma.petit67063@example.com,paid,2026-06-29 21:14:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#1267,chloe.garcia13@example.com,paid,2026-06-29 11:45:00 +0200,EUR,438.00,0.00,0.00,87.60,525.60,,1,Montre Automatique 38mm,289.00,WTC-010
#1267,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#1268,louis.simon38332@example.com,paid,2026-06-29 22:16:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#1269,camille.lefebvre36@example.com,paid,2026-06-29 10:08:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#1270,chloe.michel91@example.com,paid,2026-06-29 21:55:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#1271,arthur.lefebvre41110@example.com,paid,2026-06-29 19:02:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1272,paul.laurent62@example.com,paid,2026-06-29 14:37:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,2,Bracelet Cuir Camel,59.00,BRW-002
#1273,gabriel.martin99@example.com,paid,2026-06-30 18:32:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1274,sarah.martin99775@example.com,paid,2026-06-30 19:13:00 +0200,EUR,295.20,32.80,0.00,59.04,354.24,,1,Porte-cartes,39.00,ACC-201
#1274,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#1275,sarah.martin56@example.com,paid,2026-06-30 15:54:00 +0200,EUR,578.00,0.00,0.00,115.60,693.60,,2,Montre Automatique 38mm,289.00,WTC-010
#1276,nathan.petit10480@example.com,paid,2026-06-30 19:27:00 +0200,EUR,108.00,0.00,0.00,21.60,129.60,,1,Bracelet Acier Noir,49.00,BRW-001
#1276,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#1277,gabriel.thomas47@example.com,paid,2026-06-30 12:23:00 +0200,EUR,368.00,0.00,0.00,73.60,441.60,,1,Montre Automatique 38mm,289.00,WTC-010
#1277,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#1278,theo.lefebvre28@example.com,paid,2026-06-30 17:27:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#1279,jade.petit21254@example.com,paid,2026-06-30 17:48:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,1,Pochette Zippee,69.00,BAG-101
#1279,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#1280,camille.thomas54146@example.com,paid,2026-06-30 14:33:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1281,manon.petit9@example.com,paid,2026-06-30 17:27:00 +0200,EUR,62.10,6.90,5.90,12.42,80.42,,1,Pochette Zippee,69.00,BAG-101
#1282,nathan.durand63@example.com,paid,2026-06-30 11:56:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1283,arthur.thomas39@example.com,paid,2026-06-30 13:58:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1284,lea.michel25@example.com,paid,2026-06-30 08:46:00 +0200,EUR,260.10,28.90,0.00,52.02,312.12,,1,Montre Automatique 38mm,289.00,WTC-010
#1285,manon.dubois96226@example.com,paid,2026-06-30 11:56:00 +0200,EUR,157.00,0.00,0.00,31.40,188.40,,1,Porte-cartes,39.00,ACC-201
#1285,,,,,,,,,,,2,Bracelet Cuir Camel,59.00,BRW-002
#1286,hugo.lefebvre80537@example.com,paid,2026-06-30 18:45:00 +0200,EUR,338.00,0.00,0.00,67.60,405.60,,1,Montre Automatique 38mm,289.00,WTC-010
#1286,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#1287,louis.dubois94@example.com,paid,2026-06-30 19:54:00 +0200,EUR,338.00,0.00,0.00,67.60,405.60,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1287,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#1288,lea.leroy40@example.com,paid,2026-06-30 15:25:00 +0200,EUR,88.20,9.80,0.00,17.64,105.84,,2,Bracelet Acier Noir,49.00,BRW-001
#1289,emma.michel1509@example.com,refunded,2026-06-30 12:52:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,39.94,1,Pochette Zippee,69.00,BAG-101
#1290,louis.simon38332@example.com,paid,2026-06-30 09:44:00 +0200,EUR,578.00,0.00,0.00,115.60,693.60,,2,Montre Automatique 38mm,289.00,WTC-010
#1291,camille.martin12440@example.com,paid,2026-06-30 21:16:00 +0200,EUR,98.00,0.00,0.00,19.60,117.60,,2,Bracelet Acier Noir,49.00,BRW-001
#1292,camille.bernard6824@example.com,paid,2026-06-30 19:29:00 +0200,EUR,627.00,0.00,0.00,125.40,752.40,,1,Bracelet Acier Noir,49.00,BRW-001
#1292,,,,,,,,,,,2,Montre Automatique 38mm,289.00,WTC-010
#1293,jade.thomas41@example.com,paid,2026-06-30 20:13:00 +0200,EUR,108.00,0.00,0.00,21.60,129.60,,1,Pochette Zippee,69.00,BAG-101
#1293,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#1294,gabriel.bernard76953@example.com,paid,2026-06-30 17:45:00 +0200,EUR,198.00,0.00,0.00,39.60,237.60,,1,Montre Quartz 34mm,149.00,WTC-011
#1294,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#1295,hugo.michel87001@example.com,paid,2026-06-30 13:25:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#1296,lucas.lefebvre32270@example.com,paid,2026-06-30 09:20:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#1297,nathan.dubois82336@example.com,paid,2026-06-30 14:55:00 +0200,EUR,208.00,0.00,0.00,41.60,249.60,,1,Bracelet Cuir Camel,59.00,BRW-002
#1297,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#1298,camille.robert39@example.com,paid,2026-06-30 13:28:00 +0200,EUR,248.00,0.00,0.00,49.60,297.60,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1298,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#1299,sarah.thomas14897@example.com,paid,2026-07-01 12:42:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#1300,lucas.michel81466@example.com,paid,2026-07-01 16:54:00 +0200,EUR,71.10,7.90,5.90,14.22,91.22,,1,Ceinture Reversible,79.00,ACC-200
#1301,louis.thomas95851@example.com,paid,2026-07-01 20:53:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#1302,manon.leroy89033@example.com,paid,2026-07-01 13:07:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1303,nathan.durand63@example.com,paid,2026-07-01 10:49:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1304,arthur.leroy1926@example.com,refunded,2026-07-01 18:24:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,98.06,1,Sac Bandouliere Cuir,189.00,BAG-100
#1305,chloe.durand43982@example.com,paid,2026-07-01 14:31:00 +0200,EUR,188.00,0.00,0.00,37.60,225.60,,1,Porte-cartes,39.00,ACC-201
#1305,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#1306,louis.leroy27030@example.com,paid,2026-07-01 16:45:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#1307,theo.bernard88@example.com,paid,2026-07-01 14:30:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1308,manon.simon41@example.com,paid,2026-07-01 17:24:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#1309,lucas.durand45310@example.com,paid,2026-07-01 11:36:00 +0200,EUR,78.00,0.00,5.90,15.60,99.50,,2,Porte-cartes,39.00,ACC-201
#1310,lea.laurent93@example.com,paid,2026-07-01 17:01:00 +0200,EUR,328.00,0.00,0.00,65.60,393.60,,1,Montre Automatique 38mm,289.00,WTC-010
#1310,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#1311,lea.bernard46@example.com,paid,2026-07-01 22:10:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#1312,gabriel.martin70601@example.com,paid,2026-07-01 14:19:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1313,jade.thomas70@example.com,paid,2026-07-01 16:02:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#1314,manon.petit14@example.com,paid,2026-07-01 18:02:00 +0200,EUR,298.00,0.00,0.00,59.60,357.60,,2,Montre Quartz 34mm,149.00,WTC-011
#1315,louis.petit34@example.com,paid,2026-07-01 09:44:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#1316,camille.laurent48118@example.com,paid,2026-07-01 22:02:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,,1,Bracelet Cuir Camel,59.00,BRW-002
#1317,sarah.durand66180@example.com,paid,2026-07-01 17:42:00 +0200,EUR,71.10,7.90,5.90,14.22,91.22,,1,Ceinture Reversible,79.00,ACC-200
#1318,louis.garcia96367@example.com,paid,2026-07-01 12:18:00 +0200,EUR,608.40,67.60,0.00,121.68,730.08,,2,Montre Automatique 38mm,289.00,WTC-010
#1318,,,,,,,,,,,2,Bracelet Acier Noir,49.00,BRW-001
#1319,arthur.simon172@example.com,refunded,2026-07-01 20:14:00 +0200,EUR,59.00,0.00,5.90,11.80,76.70,43.38,1,Bracelet Cuir Camel,59.00,BRW-002
#1320,paul.robert12@example.com,paid,2026-07-01 15:29:00 +0200,EUR,637.00,0.00,0.00,127.40,764.40,,1,Bracelet Cuir Camel,59.00,BRW-002
#1320,,,,,,,,,,,2,Montre Automatique 38mm,289.00,WTC-010
#1321,arthur.durand94@example.com,paid,2026-07-01 20:31:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#1322,sarah.leroy31@example.com,paid,2026-07-01 16:05:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1323,camille.lefebvre36@example.com,paid,2026-07-01 13:40:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1324,sarah.martin51931@example.com,paid,2026-07-02 11:43:00 +0200,EUR,133.20,14.80,0.00,26.64,159.84,,1,Pochette Zippee,69.00,BAG-101
#1324,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#1325,paul.petit6586@example.com,paid,2026-07-02 15:25:00 +0200,EUR,337.00,0.00,0.00,67.40,404.40,,2,Montre Quartz 34mm,149.00,WTC-011
#1325,,,,,,,,,,,1,Porte-cartes,39.00,ACC-201
#1326,camille.lefebvre36@example.com,paid,2026-07-02 19:47:00 +0200,EUR,357.00,0.00,0.00,71.40,428.40,,2,Montre Quartz 34mm,149.00,WTC-011
#1326,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#1327,ines.bernard48@example.com,paid,2026-07-02 18:08:00 +0200,EUR,134.10,14.90,0.00,26.82,160.92,,1,Montre Quartz 34mm,149.00,WTC-011
#1328,lea.bernard30@example.com,paid,2026-07-02 09:47:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#1329,sarah.bernard35653@example.com,paid,2026-07-02 21:07:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#1330,ines.martin88630@example.com,paid,2026-07-02 14:56:00 +0200,EUR,132.30,14.70,0.00,26.46,158.76,,1,Pochette Zippee,69.00,BAG-101
#1330,,,,,,,,,,,2,Porte-cartes,39.00,ACC-201
#1331,sarah.durand66180@example.com,paid,2026-07-02 11:56:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1332,manon.moreau63907@example.com,paid,2026-07-02 08:18:00 +0200,EUR,138.00,0.00,0.00,27.60,165.60,,2,Pochette Zippee,69.00,BAG-101
#1333,louis.leroy76017@example.com,paid,2026-07-02 20:20:00 +0200,EUR,217.00,0.00,0.00,43.40,260.40,,2,Pochette Zippee,69.00,BAG-101
#1333,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#1334,paul.durand92@example.com,paid,2026-07-02 21:01:00 +0200,EUR,338.00,0.00,0.00,67.60,405.60,,1,Montre Quartz 34mm,149.00,WTC-011
#1334,,,,,,,,,,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1335,gabriel.leroy35279@example.com,paid,2026-07-02 14:36:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1336,emma.garcia41032@example.com,paid,2026-07-02 16:23:00 +0200,EUR,169.20,18.80,0.00,33.84,203.04,,1,Porte-cartes,39.00,ACC-201
#1336,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#1337,lucas.simon99313@example.com,paid,2026-07-02 18:16:00 +0200,EUR,258.00,0.00,0.00,51.60,309.60,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1337,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
#1338,ines.robert18@example.com,paid,2026-07-02 16:41:00 +0200,EUR,338.00,0.00,0.00,67.60,405.60,,1,Bracelet Acier Noir,49.00,BRW-001
#1338,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#1339,camille.martin36@example.com,paid,2026-07-02 16:10:00 +0200,EUR,108.00,0.00,0.00,21.60,129.60,,1,Bracelet Acier Noir,49.00,BRW-001
#1339,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#1340,lea.bernard29@example.com,paid,2026-07-02 19:13:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#1341,camille.robert39@example.com,paid,2026-07-02 21:53:00 +0200,EUR,438.00,0.00,0.00,87.60,525.60,,1,Montre Automatique 38mm,289.00,WTC-010
#1341,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#1342,lea.petit59149@example.com,paid,2026-07-02 20:42:00 +0200,EUR,338.00,0.00,0.00,67.60,405.60,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1342,,,,,,,,,,,1,Montre Quartz 34mm,149.00,WTC-011
#1343,paul.thomas47164@example.com,paid,2026-07-02 12:54:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#1344,louis.simon60700@example.com,paid,2026-07-02 14:59:00 +0200,EUR,71.10,7.90,5.90,14.22,91.22,,1,Ceinture Reversible,79.00,ACC-200
#1345,lucas.moreau59079@example.com,paid,2026-07-02 18:33:00 +0200,EUR,62.10,6.90,5.90,12.42,80.42,,1,Pochette Zippee,69.00,BAG-101
#1346,arthur.simon172@example.com,paid,2026-07-02 20:39:00 +0200,EUR,35.10,3.90,5.90,7.02,48.02,,1,Porte-cartes,39.00,ACC-201
#1347,sarah.petit3@example.com,paid,2026-07-02 15:06:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1348,nathan.moreau54628@example.com,paid,2026-07-02 08:40:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1349,gabriel.lefebvre70163@example.com,paid,2026-07-02 21:26:00 +0200,EUR,106.20,11.80,0.00,21.24,127.44,,2,Bracelet Cuir Camel,59.00,BRW-002
#1350,nathan.durand63@example.com,paid,2026-07-02 14:09:00 +0200,EUR,578.00,0.00,0.00,115.60,693.60,,2,Montre Automatique 38mm,289.00,WTC-010
#1351,theo.bernard59@example.com,paid,2026-07-02 19:46:00 +0200,EUR,53.10,5.90,5.90,10.62,69.62,,1,Bracelet Cuir Camel,59.00,BRW-002
#1352,arthur.laurent79653@example.com,paid,2026-07-03 08:50:00 +0200,EUR,39.00,0.00,5.90,7.80,52.70,,1,Porte-cartes,39.00,ACC-201
#1353,emma.laurent34164@example.com,paid,2026-07-03 11:44:00 +0200,EUR,289.00,0.00,0.00,57.80,346.80,,1,Montre Automatique 38mm,289.00,WTC-010
#1354,chloe.dubois35528@example.com,paid,2026-07-03 20:34:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#1355,emma.simon47254@example.com,paid,2026-07-03 14:12:00 +0200,EUR,149.00,0.00,0.00,29.80,178.80,,1,Montre Quartz 34mm,149.00,WTC-011
#1356,paul.laurent3345@example.com,paid,2026-07-03 18:54:00 +0200,EUR,260.10,28.90,0.00,52.02,312.12,,1,Montre Automatique 38mm,289.00,WTC-010
#1357,louis.laurent15516@example.com,paid,2026-07-03 20:30:00 +0200,EUR,158.00,0.00,0.00,31.60,189.60,,2,Ceinture Reversible,79.00,ACC-200
#1358,lea.moreau42@example.com,paid,2026-07-03 10:35:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1359,ines.dubois45184@example.com,paid,2026-07-03 10:51:00 +0200,EUR,128.00,0.00,0.00,25.60,153.60,,1,Bracelet Acier Noir,49.00,BRW-001
#1359,,,,,,,,,,,1,Ceinture Reversible,79.00,ACC-200
#1360,louis.durand49654@example.com,paid,2026-07-03 13:45:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1361,gabriel.moreau3599@example.com,paid,2026-07-03 18:48:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#1362,camille.garcia69396@example.com,paid,2026-07-03 20:27:00 +0200,EUR,79.00,0.00,5.90,15.80,100.70,,1,Ceinture Reversible,79.00,ACC-200
#1363,sarah.thomas66@example.com,paid,2026-07-03 17:27:00 +0200,EUR,69.00,0.00,5.90,13.80,88.70,,1,Pochette Zippee,69.00,BAG-101
#1364,lucas.leroy93@example.com,paid,2026-07-03 20:11:00 +0200,EUR,128.00,0.00,0.00,25.60,153.60,,1,Pochette Zippee,69.00,BAG-101
#1364,,,,,,,,,,,1,Bracelet Cuir Camel,59.00,BRW-002
#1365,hugo.garcia94168@example.com,paid,2026-07-03 09:25:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1366,lea.laurent30191@example.com,paid,2026-07-03 14:12:00 +0200,EUR,394.20,43.80,0.00,78.84,473.04,,1,Montre Quartz 34mm,149.00,WTC-011
#1366,,,,,,,,,,,1,Montre Automatique 38mm,289.00,WTC-010
#1367,gabriel.robert56@example.com,paid,2026-07-03 22:10:00 +0200,EUR,49.00,0.00,5.90,9.80,64.70,,1,Bracelet Acier Noir,49.00,BRW-001
#1368,hugo.leroy45@example.com,paid,2026-07-03 17:59:00 +0200,EUR,578.00,0.00,0.00,115.60,693.60,,2,Montre Automatique 38mm,289.00,WTC-010
#1369,arthur.garcia97383@example.com,paid,2026-07-03 08:56:00 +0200,EUR,304.20,33.80,0.00,60.84,365.04,,1,Montre Automatique 38mm,289.00,WTC-010
#1369,,,,,,,,,,,1,Bracelet Acier Noir,49.00,BRW-001
#1370,gabriel.dubois53456@example.com,paid,2026-07-03 21:35:00 +0200,EUR,189.00,0.00,0.00,37.80,226.80,,1,Sac Bandouliere Cuir,189.00,BAG-100
#1371,camille.laurent48118@example.com,paid,2026-07-03 17:18:00 +0200,EUR,118.00,0.00,0.00,23.60,141.60,,1,Bracelet Acier Noir,49.00,BRW-001
#1371,,,,,,,,,,,1,Pochette Zippee,69.00,BAG-101
